cliente,equipo,numeroSerie,periodo,prueba,fechaRealizacion,noReporte,resultado,ejecucion,emisor,pruebaDetalle,observaciones,ubicacion,areaPrueba,tecnico,proxima
PCT,PCT-90-285,PCT-24-6206-90-008,ANUAL,LT,13/10/2025,PCT-NDT-1-0171,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 1440K PSI,,,RUBEN FERNANDO MAGANA CHAN,13/10/2026
PCT,PCT-90-153,PCT-24-4206-90-071,ANUAL,LT,15/05/2025,PCT-NDT-1-0015,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,15/05/2026
PCT,PCT-90-286,PCT-24-6206-90-009,ANUAL,LT,13/10/2025,PCT-NDT-1-0171,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 1440K PSI,,,RUBEN FERNANDO MAGANA CHAN,13/10/2026
PCT,PCT-90-154,PCT-24-4206-90-072,ANUAL,LT,15/05/2025,PCT-NDT-1-0015,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,15/05/2026
PCT,PCT-90-287,PCT-24-6206-90-010,ANUAL,LT,25/09/2025,PCT-NDT-1-0153,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 1440K PSI,,,RUBEN FERNANDO MAGANA CHAN,25/09/2026
PCT,PCT-90-155,PCT-24-4206-90-073,ANUAL,LT,15/05/2025,PCT-NDT-1-0015,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,15/05/2026
PCT,PCT-90-156,PCT-24-4206-90-074,ANUAL,LT,15/05/2025,PCT-NDT-1-0015,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,15/05/2026
PCT,PCT-90-157,PCT-24-4206-90-075,ANUAL,LT,15/05/2025,PCT-NDT-1-0015,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,15/05/2026
PCT,PCT-90-158,PCT-24-4206-90-076,ANUAL,LT,15/05/2025,PCT-NDT-1-0015,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,15/05/2026
PCT,PCT-90-159,PCT-24-4206-90-077,ANUAL,LT,15/05/2025,PCT-NDT-1-0015,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,15/05/2026
PCT,PCT-90-160,PCT-24-4206-90-078,ANUAL,LT,15/05/2025,PCT-NDT-1-0015,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,15/05/2026
PCT,PCT-90-161,PCT-24-4206-90-079,ANUAL,LT,15/05/2025,PCT-NDT-1-0015,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,15/05/2026
PCT,PCT-90-162,PCT-24-4206-90-080,ANUAL,LT,15/05/2025,PCT-NDT-1-0015,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,15/05/2026
PCT,PCT-90-163,EBS-4206-LRE-SS-90-1,POST-TRABAJO,LT,19/07/2025,PCT-NDT-1-0027,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-90-163,EBS-4206-LRE-SS-90-1,POST-TRABAJO,LT,28/08/2025,PCT-NDT-1-0115,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-90-164,EBS-4206-LRE-SS-90-2,POST-TRABAJO,LT,19/07/2025,PCT-NDT-1-0027,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-90-165,EBS-4206-LRE-SS-90-3,POST-TRABAJO,LT,19/07/2025,PCT-NDT-1-0027,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-90-166,EBS-4206-LRE-SS-90-4,POST-TRABAJO,LT,28/08/2025,PCT-NDT-1-0115,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-90-167,EBS-4206-LRE-SS-90-5,POST-TRABAJO,LT,19/07/2025,PCT-NDT-1-0027,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-90-168,EBS-4206-LRE-SS-90-6,POST-TRABAJO,LT,19/07/2025,PCT-NDT-1-0027,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-90-169,EBS-4206-LRE-SS-90-7,POST-TRABAJO,LT,19/07/2025,PCT-NDT-1-0027,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-90-170,EBS-4206-LRE-SS-90-8,POST-TRABAJO,LT,19/07/2025,PCT-NDT-1-0027,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-90-171,EBS-4206-LRE-SS-90-9,POST-TRABAJO,LT,19/07/2025,PCT-NDT-1-0027,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-90-172,EBS-4206-LRE-SS-90-10,POST-TRABAJO,LT,19/07/2025,PCT-NDT-1-0027,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-90-172,EBS-4206-LRE-SS-90-10,POST-TRABAJO,LT,15/08/2025,PCT-NDT-1-0109,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-90-173,EBS-4206-LRE-SS-90-11,POST-TRABAJO,LT,19/07/2025,PCT-NDT-1-0027,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-90-174,EBS-4206-LRE-SS-90-12,POST-TRABAJO,LT,19/07/2025,PCT-NDT-1-0027,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-90-174,EBS-4206-LRE-SS-90-12,POST-TRABAJO,LT,28/08/2025,PCT-NDT-1-0115,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-90-175,EBS-4206-LRE-SS-90-13,POST-TRABAJO,LT,19/07/2025,PCT-NDT-1-0027,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-90-175,EBS-4206-LRE-SS-90-13,POST-TRABAJO,LT,22/08/2025,PCT-NDT-1-0111,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-90-176,EBS-4206-LRE-SS-90-14,POST-TRABAJO,LT,19/07/2025,PCT-NDT-1-0027,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-90-177,EBS-4206-LRE-SS-90-15,POST-TRABAJO,LT,23/08/2025,PCT-NDT-1-0114,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-90-178,EBS-4206-LRE-SS-90-16,POST-TRABAJO,LT,28/08/2025,PCT-NDT-1-0115,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-90-179,EBS-4206-LRE-SS-90-17,POST-TRABAJO,LT,28/08/2025,PCT-NDT-1-0115,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-90-180,EBS-4206-LRE-SS-90-18,POST-TRABAJO,LT,19/07/2025,PCT-NDT-1-0027,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-90-181,EBS-4206-LRE-SS-90-19,POST-TRABAJO,LT,19/07/2025,PCT-NDT-1-0027,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-90-182,EBS-4206-LRE-SS-90-20,POST-TRABAJO,LT,19/07/2025,PCT-NDT-1-0027,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-BC-01,PCT-23-BC-2-001,ANUAL,LT,11/07/2025,PCT-NDT-1-0072,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,11/07/2026
PCT,PCT-BP-03,PCT-BP-03,ANUAL,LT,02/08/2025,PCT-NDT-1-0038,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,02/08/2026
PCT,PCT-BP-03,PCT-BP-03,POST-TRABAJO,LT,20/09/2025,PCT-NDT-1-0145,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-BP-03,PCT-BP-03,POST-TRABAJO,LT,03/07/2025,PCT-NDT-1-0068,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-BP-03,PCT-BP-03,POST-TRABAJO,LT,04/07/2025,PCT-NDT-1-0070,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-BP-03,PCT-BP-03,POST-TRABAJO,LT,06/09/2025,PCT-NDT-1-0120,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-BP-03,PCT-BP-03,POST-TRABAJO,LT,14/10/2025,PCT-NDT-1-0172,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-BP-04,PCT-BP-04,ANUAL,LT,01/08/2025,PCT-NDT-1-0037,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,01/08/2026
PCT,PCT-BP-04,PCT-BP-04,POST-TRABAJO,LT,02/08/2025,PCT-NDT-1-0038,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-BP-04,PCT-BP-04,POST-TRABAJO,LT,20/09/2025,PCT-NDT-1-0145,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-BP-04,PCT-BP-04,POST-TRABAJO,LT,03/07/2025,PCT-NDT-1-0069,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-BP-04,PCT-BP-04,POST-TRABAJO,LT,03/07/2025,PCT-NDT-1-0068,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-BP-04,PCT-BP-04,POST-TRABAJO,LT,04/07/2025,PCT-NDT-1-0070,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-BP-04,PCT-BP-04,POST-TRABAJO,LT,06/09/2025,PCT-NDT-1-0120,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-BP-04,PCT-BP-04,POST-TRABAJO,LT,08/09/2025,PCT-NDT-1-0129,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-BP-04,PCT-BP-04,POST-TRABAJO,LT,14/10/2025,PCT-NDT-1-0172,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-BP-04,PCT-BP-04,POST-TRABAJO,LT,03/10/2025,PCT-NDT-1-0166,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-BP-04,PCT-BP-04,POST-TRABAJO,LT,08/10/2025,PCT-NDT-1-0165,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-BP-05,2020087,ANUAL,LT,25/09/2025,PCT-NDT-1-0151,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,25/09/2026
PCT,PCT-BP-05,2020087,ANUAL,LT,03/07/2025,PCT-NDT-1-0068,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,03/07/2026
PCT,PCT-BP-06,PCT-BP-06,ANUAL,LT,01/08/2025,PCT-NDT-1-0037,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,01/08/2026
PCT,PCT-BP-06,PCT-BP-06,POST-TRABAJO,LT,25/09/2025,PCT-NDT-1-0151,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-BP-06,PCT-BP-06,POST-TRABAJO,LT,03/07/2025,PCT-NDT-1-0069,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-BP-06,PCT-BP-06,POST-TRABAJO,LT,03/07/2025,PCT-NDT-1-0068,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-BP-09,PCT-BP-09,ANUAL,LT,25/08/2025,PCT-NDT-1-0103,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 10000K PSI,,,RUBEN FERNANDO MAGANA CHAN,25/08/2026
PCT,PCT-CA-06,PCT-CA-06,ANUAL,LT,18/04/2025,PCT-NDT-1-0022,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,18/04/2026
PCT,PCT-CA-06,PCT-CA-06,POST-TRABAJO,LT,03/07/2025,PCT-NDT-1-0068,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-CA-08,AYK2053,ANUAL,LT,01/08/2025,PCT-NDT-1-0037,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,01/08/2026
PCT,PCT-CA-08,AYK2053,POST-TRABAJO,LT,03/07/2025,PCT-NDT-1-0069,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-CA-11,1807497,ANUAL,LT,25/09/2025,PCT-NDT-1-0151,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,25/09/2026
PCT,PCT-CA-11,1807497,ANUAL,LT,03/07/2025,PCT-NDT-1-0068,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,03/07/2026
PCT,PCT-CA-17,2502190,ANUAL,LT,08/09/2025,PCT-NDT-1-0129,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,08/09/2026
PCT,PCT-CA-18,PCT-CA-18,ANUAL,LT,20/09/2025,PCT-NDT-1-0145,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,20/09/2026
PCT,PCT-CAP-001,PCT-24-4206-C-001,ANUAL,LT,16/04/2025,PCT-NDT-1-0002,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 1440K PSI,,,RUBEN FERNANDO MAGANA CHAN,16/04/2026
PCT,PCT-CAP-002,PCT-24-4206-C-002,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-CAP-002,PCT-24-4206-C-002,POST-TRABAJO,LT,28/08/2025,PCT-NDT-1-0055,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-CAP-002,PCT-24-4206-C-002,POST-TRABAJO,LT,15/08/2025,PCT-NDT-1-0099,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-CAP-002,PCT-24-4206-C-002,POST-TRABAJO,LT,23/08/2025,PCT-NDT-1-0114,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-CAP-003,PCT-23-6206-C-001,POST-TRABAJO,LT,24/09/2025,PCT-NDT-1-0150,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 1440K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-CAP-003,PCT-23-6206-C-001,ANUAL,LT,28/08/2025,PCT-NDT-1-0055,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,28/08/2026
PCT,PCT-CAP-003,PCT-23-6206-C-001,POST-TRABAJO,LT,25/09/2025,PCT-NDT-1-0153,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 1440K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-CAP-004,PCT-23-6206-C-002,POST-TRABAJO,LT,13/10/2025,PCT-NDT-1-0171,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 1440K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-CAP-004,PCT-23-6206-C-002,ANUAL,LT,15/08/2025,PCT-NDT-1-0109,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,15/08/2026
PCT,PCT-CAP-004,PCT-23-6206-C-002,POST-TRABAJO,LT,23/09/2025,PCT-NDT-1-0133,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 1440K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-CAP-004,PCT-23-6206-C-002,POST-TRABAJO,LT,24/09/2025,PCT-NDT-1-0152,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 1440K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-CAP-004,PCT-23-6206-C-002,POST-TRABAJO,LT,25/09/2025,PCT-NDT-1-0154,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 1440K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-CAP-004,PCT-23-6206-C-002,POST-TRABAJO,LT,03/10/2025,PCT-NDT-1-0163,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 1440K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-CAP-004,PCT-23-6206-C-002,POST-TRABAJO,LT,02/10/2025,PCT-NDT-1-0157,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 1440K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-CAP-006,PCT-23-4602-C-002,ANUAL,LT,17/04/2025,PCT-NDT-1-0004,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 1440K PSI,,,RUBEN FERNANDO MAGANA CHAN,17/04/2026
PCT,PCT-CAP-006,PCT-23-4602-C-002,POST-TRABAJO,LT,19/04/2025,PCT-NDT-1-0018,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-CAP-006,PCT-23-4602-C-002,POST-TRABAJO,LT,17/06/2025,PCT-NDT-1-0020,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-CAP-006,PCT-23-4602-C-002,POST-TRABAJO,LT,21/04/2025,PCT-NDT-1-0023,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-CAP-007,PCT-23-21502-C-001,ANUAL,LT,25/08/2025,PCT-NDT-1-0103,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 10000K PSI,,,RUBEN FERNANDO MAGANA CHAN,25/08/2026
PCT,PCT-CAP-009,PCT-24-31502-C-001,ANUAL,LT,11/08/2025,PCT-NDT-1-0045,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 9900K PSI,,,RUBEN FERNANDO MAGANA CHAN,11/08/2026
PCT,PCT-CAP-009,PCT-24-31502-C-001,ANUAL,LT,11/08/2025,PCT-NDT-1-0094,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 10000K PSI,,,RUBEN FERNANDO MAGANA CHAN,11/08/2026
PCT,PCT-CAP-009,PCT-24-31502-C-001,ANUAL,LT,09/08/2025,PCT-NDT-1-0091,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 10000K PSI,,,RUBEN FERNANDO MAGANA CHAN,09/08/2026
PCT,PCT-CAP-009,PCT-24-31502-C-001,ANUAL,LT,08/08/2025,PCT-NDT-1-0090,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 10000K PSI,,,RUBEN FERNANDO MAGANA CHAN,08/08/2026
PCT,PCT-CAP-010,PCT-24-31502-C-002,ANUAL,LT,15/08/2025,PCT-NDT-1-0100,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,15/08/2026
PCT,PCT-CAP-010,PCT-24-31502-C-002,POST-TRABAJO,LT,19/08/2025,PCT-NDT-1-0098,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-CAP-011,PCT-24-21502-C-001,ANUAL,LT,11/07/2025,PCT-NDT-1-0012,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 10000K PSI,,,RUBEN FERNANDO MAGANA CHAN,11/07/2026
PCT,PCT-CAP-013,PCT-24-4206-C-003,ANUAL,LT,28/08/2025,PCT-NDT-1-0055,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,28/08/2026
PCT,PCT-CAP-013,PCT-24-4206-C-003,POST-TRABAJO,LT,28/08/2025,PCT-NDT-1-0115,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-CAP-013,PCT-24-4206-C-003,POST-TRABAJO,LT,22/08/2025,PCT-NDT-1-0111,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-CAP-013,PCT-24-4206-C-003,POST-TRABAJO,LT,15/08/2025,PCT-NDT-1-0109,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-CE-01,PCT-CE-01,ANUAL,LT,06/09/2025,PCT-NDT-1-0120,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,06/09/2026
PCT,PCT-CE-06,PCT-CE-06,ANUAL,LT,18/04/2025,PCT-NDT-1-0022,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,18/04/2026
PCT,PCT-CE-07,SJB0698,ANUAL,LT,04/07/2025,PCT-NDT-1-0070,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,04/07/2026
PCT,PCT-CE-08,4TA00532,ANUAL,LT,04/07/2025,PCT-NDT-1-0070,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,04/07/2026
PCT,PCT-CE-09,4TA00533,ANUAL,LT,02/08/2025,PCT-NDT-1-0038,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,02/08/2026
PCT,PCT-CE-12,PCT-CE-12,ANUAL,LT,01/08/2025,PCT-NDT-1-0037,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,01/08/2026
PCT,PCT-CE-12,PCT-CE-12,POST-TRABAJO,LT,03/07/2025,PCT-NDT-1-0069,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 5000K PSI,,,RUBEN FERNANDO MAGANA CHAN,
